Descrição,Quantidade,Preço Unit. (R$)
SH.HEAD&SHOULDERS 200ML ANTI COCEIRA,2,12.98
SH.HEAD&SHOULDERS 200ML CRESC RAIZ,2,13.12
SH.HEAD&SHOULDERS 200ML HOMEM,1,13.12
SH.HEAD&SHOULDERS 200ML LIMPEZA EFICA,3,12.97
SH.HEAD&SHOULDERS 200ML MENTHOL REFRE,4,13.21
SH.HEAD&SHOULDERS 200ML REMOCAO DA OL,2,13.21
SH.HEAD&SHOULDERS 400ML *3EM1,1,22.84
SH.HEAD&SHOULDERS 400ML HOMEM,2,20.53
SH.INOAR 500ML ARGAN,1,15.24
SH.INOAR 500ML CICATRIFIOS,2,15.24
SH.JOHNSONS BABY 180ML 2EM1 REFIL,11,8.89
SH.JOHNSONS BABY 200ML 2EM1,2,11.98
SH.JOHNSONS BABY 200ML BLACKINHO PODE,6,11.98
SH.JOHNSONS BABY 200ML CAB.CACHEADOS,3,11.98
SH.JOHNSONS BABY 200ML CAB.CLAROS,7,11.98
SH.JOHNSONS BABY 200ML CHEIRINHO PROL,2,12.11
SH.JOHNSONS BABY 200ML GOTAS DE BRILH,3,14.23
SH.JOHNSONS BABY 200ML REGULAR,6,11.98
SH.JOHNSONS BABY 400ML 2EM1,3,17.1
SH.JOHNSONS BABY 400ML BLACKINH PODER,2,17.1
SH.JOHNSONS BABY 400ML CABELOS CLAROS,12,14.54
SH.JOHNSONS BABY 400ML CHEIRINHO PROL,3,17.1
SH.JOHNSONS BABY 400ML REGULAR,5,17.1
SH.JOHNSONS BABY 750ML CABELOS CLAROS,4,29.28
SH.JOHNSONS BABY 750ML REGULAR,8,31.83
SH.PANTENE 175ML BRILHO EXTREMO,3,10.39
SH.PANTENE 175ML HIDRATACAO,1,10.39
SH.PANTENE 175ML LISO EXTREMO,3,10.64
SH.PANTENE 175ML QUERATINA,2,10.46
SH.PANTENE 175ML RESTAURACAO PROFUNDA,2,10.39
SH.PANTENE 300ML BIOTINAMINA B3 ANTIQ,2,18.49
SH.PANTENE 300ML COLAGENO,1,19.76
SH.PANTENE 300ML EQUILIBRIO,1,18.64
SH.PANTENE 300ML MOL BOND REPAIR,5,19.76
SH.PANTENE 300ML QUERATINA,3,19.77
SH.PANTENE 400ML BAMBU,1,18.68
SH.PANTENE 400ML HIDRATACAO,3,18.29
SH.PANTENE 400ML RESTAURACAO PROFUNDA,2,18.29
SH.PANTENE BAMBU 200ML,2,10.33
SH.PANTENE BIOTINAMINA B3 ANTIQ 175ML,4,10.4
SH.SEDA 300ML FROZEN BRILHO ENCANTADO,1,9.91
SH.SEDA 300ML LUMINOUS UV 300ML,3,10.11
SH.SEDA 300ML REGENERACAO INTENSA,2,9.91
SH.SEDA 300ML TIANA CRESPOS ENCANTADO,2,7.34
SH.SEDA 300ML TOQUE DE SEDA,3,9.91
SH.SEDA 325ML BY RAYZA FORCA&CRESCIME,2,11.39
SH.SEDA 325ML CACHOS COMPORTADOS,3,10.1
SH.SEDA 325ML CERAMIDAS,3,10.11
SH.SIAGE ANTIOLEOSIDADE 250ML,2,24.3
SH.SIAGE CAUTERIZACAO 250ML,1,35.54
SH.SIAGE CAUTERIZACAO LISOS 250ML,2,33.22
SH.SIAGE COMBATE O FRIZZ 250ML,2,36.13
SH.SIAGE ESTIMULA CRESCIMENTO 250ML,1,24.3
SH.SIAGE HIDRAT MICELAR 250ML,3,36.13
SH.SIAGE MEN COMBATE CASPA 250ML,1,24.3
SH.SIAGE MEN LIMP PURIFICA 250ML,2,24.3
SH.SIAGE NUTRI OLEOS PODER 250ML,3,32.78
SH.SIAGE RECONST FIOS 250ML,1,33.22
SH.SIAGE RECONSTROI FIOS 400ML,1,41.03
SH.SIAGE RESGATE IMEDIATO 250ML,1,39.09
SH.SIAGE SCALP REABALANCE 300ML,1,43.92
SH.SIAGE VOLUME IMEDIATO 250ML,1,35.54
SH.TIO NACHO 415ML ANTI-CASPA,2,25.64
SH.TIO NACHO 415ML ANTI-CASPA 2EM1,3,26.58
SH.TIO NACHO 415ML ANTI-IDADE,2,26.58
SH.TIO NACHO 415ML CLAREADOR,3,23.76
SH.TIO NACHO 415ML ENGROSSADOR,3,23.76
SH.TIO NACHO 415ML ERVAS MILENARES,3,23.76
SH.TIO NACHO 415ML GINSENG,4,26.15
SH.WC JUBA HIGIENIZANDO 500ML,1,40.9
SHOX QUERATINA CREATINA EM GEL 120G,12,12.65
SIGMA-CLAV BD 400MG SS 70ML,3,31.83
SIGMA-CLAV BD 875/125MG 14CP,2,86.48
SIGMA-CLAV BD 875/125MG 20CP,1,102.5
SIILIF 100MG 30CP,1,75.08
SIL-HP 4MG 30CAPS,1,44.25
SIL-HP 4MG 60CAPS,1,102.88
SILIMALON 100+140MG 30DR,2,59.49
SILIMALON 30DR,1,62.08
SILIMALON 70+100MG C/10COMP,3,17.99
SILIMARINA 100MG 60CAP FORTLIFE,1,46.76
SILIMARINA 200MG 60CAP FORTLIFE,1,50.52
SILIMARINA 300MG 60CAP,1,58.36
SIMBIOFLORA 15SACHES,1,70.83
SIMBRINZA 5ML,1,58.69
SIMETICONA 125MG 10CAP TEUTO,19,2.99
SIMETICONA 40MG 20CP GLOBO,5,3.04
SIMETICONA 75MG GTS 15ML BIOSINTETICA,11,2.34
SIMPLI D 2000UI 20ML HERBARIUM,1,44.02
SINOT 400MG SS 100ML*,2,22.74
SINOT CLAV 400+57MG SUSP 70ML*,2,45.61
SINTOCALMY 300MG 20CP,1,44.99
SINTOCALMY 600MG 30CP,1,66.81
SINUSTRAT NEBUL 10ML,1,11.2
SINUSTRAT SPRAY 10ML,2,16.23
SINVASTACOR 10MG 30CP SANDOZ,6,15.3
SINVASTACOR 20MG 30CP SANDOZ,2,14.0
SINVASTACOR 40MG 30CP SANDOZ,5,6.46
SINVASTATINA 20MG 30CP SANDOZ,6,75.22
SLINDA 4MG 28CP,1,106.83
SLOW-K 600MG 30DR,5,22.6
SNICKERS CHOCOLATE 45G,18,3.81
SNICKERS DARK 42G,27,3.85
SNICKERS DUPLO CHOCOLATE 42G,20,2.88
SNICKERS MARACUJA 42G,10,3.18
SNICKERS MORANGO 42G,13,3.18
SNICKERS WHITE 42G,26,3.18
SOAPEX SAB 80G,3,19.76
SODIX 50MG C/20 COMP GEOLAB,22,8.15
SOMALGIN CARDIO 100MG 60CP,3,29.36
SOMALGIN CARDIO 325MG 32CP,2,38.0
SOMALGIN CARDIO 81MG 60CP,2,26.35
SONHO VALSA 25G STICK RECHEADO,41,1.8
SONIC 50MG 60COMP REV C1,1,39.29
SONRIDOR CAF EV 4CP,3,10.13
SONRISAL 10CP EFERV.,4,12.72
SONRISAL EV 1X2CP,42,2.0
SOPI H 30CP,1,169.74
SORINE AD 30ML,2,16.18
SORINE H 3% 50ML,2,25.69
SORINE IF 30ML,2,16.84
SORINE JET BABY 100ML,1,35.6
SORINE SSC SPRAY 100ML,5,37.95
SORINE SSC SPRAY 50ML,2,24.32
SORINE XTM ALTO VOLUME AD 30ENV,2,47.85
SORINE XTM ALTO VOLUME AD 30ENV+240ML,1,49.0
SORO FISIOLOGICO FARMAX 250ML,48,2.43
SORO FISIOLOGICO FARMAX 500ML,4,3.01
SOROX ABACAXI COM HORTELA 550ML,1,4.84
SOROX FRUTAS VERMELHAS 550ML,1,4.84
SPIDUFEN 770MG 10CP,1,22.54
SPIDUFEN 770MG 20CP,5,28.93
SPRAY ACIDIFICANTE ELSEVE GLYCOLIC GL,1,35.34
SPRAY DE ROM 30ML,2,8.5
SPRAY OLEO&SERUM DOVE UV REP&GLOW 110,3,30.03
SPRAY PROPOLIS 30ML,9,11.5
SPRAY SEDA BOOM DEF INT DAY AFTER 350,2,20.0
SPRAY SIAGE REVELA CACHOS 100ML,1,31.32
SPRAY SIAGE REVELA MAG.COMBATE O FRIZ,1,31.32
SPRAY VULT 100ML RECARGA HIDRATANTE,1,17.07
STANGLIT 15MG 30CP,1,73.76
STANGLIT 30MG 30CP,1,78.68
STANGLIT 45MG 30CP,1,132.05
STARFOR C EFERV 10 CP NATULAB,4,16.83
STEATON 200MG C/60 CAPS,1,72.21
STELE 1MG CR VAGINAL 50G,1,51.38
STER COL 5ML.,2,26.18
STER MD COL 10ML.,1,31.64
STEZZA 28CP,2,49.14
STILL COL 5ML,2,16.78
STODAL XP 150ML,4,58.86
STOMALIV 5G ENV ABACAXI GEOLAB,35,0.9
STREPSILS 16PAST,2,21.43
STREPSILS 16PAST LARANJA,43,20.99
STREPSILS 8PAST MEL E LIMÃO,1,11.72
STREPSILS 8PAST. LARANJA,3,7.82
SUAVICID CR 15G LEGRAND,1,67.98
SUAVIE SAB 70G,1,33.79
SUC.DE DESVENLAFAXINA 100MG 30CP,5,33.3
SUC.DE DESVENLAFAXINA 100MG 30CP TORR,1,28.58
SUC.DE DESVENLAFAXINA 50MG 30CP ALTHA,2,30.04
SUC.DE DESVENLAFAXINA 50MG 30CP TEUTO,12,19.45
SUC.DE DESVENLAFAXINA 50MG 60CP PHARL,1,49.85
SUCC.DE SOLIFENACIN 10MG 30CP BIOLAB,1,91.43
SUCC.DE SOLIFENACIN 10MG 30CP NEO QUI,1,49.9
SUCC.DE SOLIFENACIN 5MG 30CP BIOLAB,1,75.07
SUCCINATO DE METOPROLOL 25MG 30CP NEO,2,14.59
SUCCINATO DE METOPROLOL 50MG 30CP NEO,4,28.99
SUCO MISTO DE UVA ROSE INTEGRAL 300ML,2,6.1
SUCO MISTO DE UVA TINTO AçAí E UVA 30,1,6.1
SUCO MISTO DE UVA TINTO AMORA E UVA 3,1,6.1
SUCO MISTO DE UVA TINTO INTEGRAL 300M,3,6.1
SUCO MISTO DE UVA TINTO MACA E UVA 30,1,6.1
SUCO MISTO DE UVA TINTO TANGERINA 300,2,6.1
SUCRAFILM 1G 30CP,1,61.12
SUCRILHOS ORIGINAL KELLOGGS 25G,7,1.58
SUFLAIR 50G AO LEITE,15,5.96
SUFLAIR 50G DUO,18,5.96
SUFLAIR 80G DUO,1,8.07
SUGANON 5MG 30CP EUROFARMA,1,138.44
SULF.+TRIMETOPRIMA 400/80MG 20CP TEUT,3,10.84
SULF.+TRIMETOPRIMA SUS 100ML EMS,4,10.61
SULF.HIDROXICLOROQUINA 400MG 30CP EMS,1,55.2
SULFADIAZINA PRATA CREME 30G NATIVITA,10,8.28
SULFADIAZINA PRATA CREME 50G NATIVITA,6,9.9
SULFATO DE SALBUTAMOL 120ML GEOLAB,2,5.51
SULFATO FERROSO GT 30ML ARTE NATIVA,2,3.83
SULFATO FERROSO SOL 100ML ARTE NATIVA,2,4.4
SULFATO NEOMICINA+BACITR.PM 15G PRATI,12,7.57
SULPAN 20CP *,1,24.5
SUMAX 100MG 2CP,1,46.39
SUMAX 50MG 2CP,2,26.26
SUMAX 50MG 6CP,1,52.31
SUMAX PRO 500/85MG 2CP,2,58.57
SUMAX PRO 50MG/500MG 2CP,3,35.92
SUNDOWN FPS30 200ML,13,39.47
SUNDOWN KIDS PRAIA E PISCINA FPS60 10,4,27.54
SUNMAX FLUID FPS55 120ML OLEOSOS,6,56.96
SUNMAX FLUID FPS55 200ML OLEOSOS,3,70.0
SUNMAX FLUID FPS55 60ML,6,32.0
SUNMAX FPS30 MATTE AVELUDADO 50G,3,40.81
SUNMAX INTENSE FPS60 200G,6,43.58
SUNMAX INTENSE FPS60 60G PELE NORMAL,6,43.58
SUNMAX SENSITIVE FAMILY FPS30 160ML,1,56.3
SUNMAX SENSITIVE FPS30 60G,2,38.0
SUNMAX SENSITIVE FPS50 160ML,2,104.9
SUNMAX SENSITIVE FPS50 25ML,3,22.0
SUP.GLICERINA AD 12SP GRANADO,3,22.31
SUP.GLICERINA IF 12SP GRANADO,2,19.55
SUP.GLICERINA LACTANTE 12SP GRANADO,4,17.85
SUPER AMPOLA PRO SHOT RESST 90ML,2,17.77
SUPER BONDER TB 3G,2,5.23
SUPER BONDER ULTRA 20G,3,10.17
SUSTAGEN 400G BANANA,1,57.0
SUSTAGEN 400G BAUNILHA,2,57.0
SUSTAGEN 400G CHOCOLATE,2,57.0
SUSTAGEN 400G MORANGO,1,57.0
SUSTAGEN 900G CHOCOLATE ADULTO,1,106.14
SUSTAGEN KID'S 350G MORANGO,1,24.39
SUSTAGEN KID'S 380G BAUNILHA,2,25.0
SUSTAGEN SENIOR 370G BAUNILHA,1,61.0
SUSTAGEN SENIOR 370G SEM SABOR,1,61.0
SUSTRATE 50CP,4,25.47
SYNTHROID 100MCG 30CP,3,29.54
SYNTHROID 112MCG 30CP,1,30.89
SYNTHROID 125MG 30CP,2,32.4
SYNTHROID 137MCG 30CP,1,33.7
SYNTHROID 150MCG 30CP,2,49.02
SYNTHROID 175MG 30CP,1,38.39
SYNTHROID 200MG 30CP,1,42.28
SYNTHROID 25MCG 30CP,3,31.2
SYNTHROID 50MCG 30CP,1,27.23
SYNTHROID 75MCG 30CP,2,28.54
SYNTHROID 88MG 30CP,2,29.04
SYSTANE COMPLETE 10ML,2,89.39
SYSTANE HIDRATACAO 10ML,1,76.35
SYSTANE UL 10ML,1,63.81
SYSTANE UL 15ML,1,87.02
SYSTEN 25MCG C 8 ENV,1,79.43
SYSTEN 50MCG 8ADESIVOS,1,82.01
TACITA 30CP,1,103.22
TADALAFILA 20MG 4CP NEO QUIMICA,14,3.09
TADALAFILA 20MG 4CP PRATI/DONADUZZI,32,1.26
TADALAFILA 5MG 28CP NEO QUIMICA,62,53.31
TADALAFILA 5MG 30CP PRATI,5,4.19
TAKIL CR 35G,1,58.46
TALCO BARLA 140G,2,5.66
TALCO BARLA 80G,8,3.82
TALCO GRANADO BEBE 100G,2,13.14
TALCO JOHNSON BABY DERMO H SONO 100G,2,17.03
TALCO JOHNSON BABY ORIGINAL 100G,4,16.86
TALENTO CHOCOLATE 25G AMENDOAS/PASSAS,19,2.61
TALENTO CHOCOLATE 25G AVELAS,20,2.61
TALENTO CHOCOLATE 25G AVELAS DIET,10,4.29
TALENTO CHOCOLATE 25G CASTANHA DO PAR,11,2.61
TALENTO CHOCOLATE 25G CEREAIS/PASSAS,23,3.19
TALENTO CHOCOLATE 25G MEIO AMARGO/AME,15,2.61
TALENTO CHOCOLATE 75G AMENDOAS / AMEN,3,6.04
TALENTO CHOCOLATE 80G MEIO AMARGO,10,10.78
TALENTO CHOCOLATE 85G AMENDOAS E PASS,3,8.29
TALENTO CHOCOLATE 85G BRANCO CEREAIS/,19,9.83
TALENTO CHOCOLATE 85G LEITE AVELAS,11,7.15
TALENTO CHOCOLATE 85G LEITE CASTANHA,12,7.16
TALENTO CHOCOLATE 85G MEIO AMARGO AME,24,8.07
TAMARINE 12MG 20CL,4,81.96
TAMARINE 20CL,3,49.34
TAMARINE DUAL FIT HIBISCO+F.VERM 400M,3,6.73
TAMARINE DUAL FIT TAN+PES+CHA 400ML,3,0.14
TAMARINE FIBRAS 10 SACHES 57G,3,35.36
TAMARINE FIBRAS KIDS MORANGO 240ML,1,69.59
"TAMARINE FIBRAS MAX LAR 10SACH 7,2G",1,35.36
TAMARINE GELEIA ZERO ACUCAR 150G,1,75.52
TAMARINE GELEIA ZERO ACUCAR 250G,4,101.32
TAMIRAM 750MG 5CP*,2,107.06
TAMIRAM 750MG 7CP*,1,140.95
TAMISA 15 MCG C/28 COMP,2,24.21
TAMISA 20MCG 21CP,2,31.85
TAMISA 30MCG 21CP,2,29.94
TAMISA SEM PARAR 28CP,2,38.88
TANDENE 15CP BUNKER,3,8.6
TANDENE 30CP BUNKER,2,17.52
TANDERALGIN 15CP DELTA,31,4.21
TANDERALGIN 30CP DELTA,29,26.91
TANDRILAX 15CP,7,12.04
TANDRILAX 30CP,3,29.44
TANTIN 15MG 28COMP,2,20.68
TAPAZOL 10MG C 100 COMP,1,45.82
TAPAZOL 5MG 100CP,3,21.63
"TAR.DE BRIMONIDINA+TIMOL 2,5MG 5ML NE",1,57.56
"TARFIC 0,3MG PM 10G",4,79.01
"TARFIC 1,0MG PM 10G",2,79.01
TARGIFOR C 16CP EFERV.,2,37.29
TARGIFOR CEWIN 500MG 30CP,3,29.33
TARGIFOR TEENERGIZA C/60,1,83.12
TARTARATO DE BRIMONIDINA 2MG/ML SL OF,2,12.99
TAXA DE ENTREGA,500,2.9
"TECNOMET 2,5MG 20CP",1,23.55
TEGRETOL 200MG 20CP *,1,17.61
TEGRETOL 200MG 60CP *,1,50.09
TEGRETOL CR 200MG 20CP *,1,19.02
TEGRETOL XP 100ML *,2,19.59
TEKBOND COLA INSTANTANEA 2G,23,2.81
TEKBOND COLA INSTANTANEA 3G GEL,24,3.65
TEKBOND COLA TEKBOND 793 20G,10,7.35
"TELMISARTANA+HIDRO 40+12,5MG 30CP TOR",1,48.07
"TELMISARTANA+HIDRO 80+12,5MG 30CP TOR",1,48.06
TELMISARTANA+HIDRO 80+25MG 30CP TORRE,1,48.06
TENOXICAN 20MG 10CPD GEOLAB,8,27.51
TENOXIL 20MG 10CP MEDQUIMICA,5,17.53
TENSALIV 10MG 30CP NEO QUIMICA,9,34.19
TENSALIV 5MG 30CP NEO QUIMICA,9,19.61
TEOLONG 200MG 30CL,1,29.13
TERCEN 250MG 5ML SUS OR 100ML,1,101.1
TERICIN AT CR VAG 45G C/10APLIC,1,38.71
TERMOMETRO DIGITAL G.TECH BRANCO 1UN,6,14.09
"TEROLAC 0,5MG SOL OFT 5ML",2,40.13
TEROQUATRO 4MG 5ML,1,32.09
TESOURA DE UNHA PONTA CURVA RAINHA CH,3,5.49
TESOURA DE UNHA PONTA RETA 1UN RAINHA,6,5.49
TESOURA INOX DE UNHA CURVA 385 MODELO,2,7.16
TESOURA INOX DE UNHA RETA 384 MODELO,2,6.93
TESOURA INOX PONTA REDONDA MODELLO,2,6.88
TESOURA MUNDIAL BABY FLEX,2,16.8
TESOURA MUNDIAL FLEX CURVA BC323,1,16.8
TESOURA MUNDIAL FLEX CURVA BC327,1,15.66
TESOURA MUNDIAL FLEX RETA 322,2,16.8
TESOURA MUNDIAL FLEX RETA 326,1,16.8
TESOURA MUNDIAL MULTIUSO 8.5 POLEGADA,2,14.13
"TESS 2,0/0,035MG COM REVX21",1,16.75
TESTOSTERONA UNDECILATO 250MG/ML EURO,1,306.0
TETRAMED 500MG ENV 10CPR MEDQUIMICA,10,8.51
TEUTOVIT E 400UI 30CL TEUTO,1,13.45
THEALOZ DUO SOL OFT 10ML,1,83.58
"THERAPSOR CAPILAR 0,05% 25ML",1,34.14
THREE BOND 2 GR ARIG,18,1.95
"TIBOLONA 2,5MG 28CP NEO QUIMICA",2,45.21
"TIMOPTOL 0,5% 5ML",1,12.94
TINIDAZOL+NITR MIC CR VG 40G EUROFARM,2,14.24
TINIDAZOL+NITRA.MICON.CR VAG 45G GEOL,3,25.66
TINT.BIGEN 21 PRETO AZULADO 6G,3,9.88
TINT.BIGEN 57 PRETO 6G,6,9.88
TINT.BIGEN 58 PRETO NATURAL 6G,2,9.52
TINT.BIGEN 59 PRETO AZULADO 6G,5,9.88
TINT.CASTING CR.GLOSS 100 PRETO NOITE,4,25.04
TINT.CASTING CR.GLOSS 200 PRETO,7,25.03
TINT.CASTING CR.GLOSS 210 PRETO AZULA,7,25.03
TINT.CASTING CR.GLOSS 300 CAST.ESCURO,2,25.03
TINT.CASTING CR.GLOSS 316 AMEIXA,2,26.06
TINT.CASTING CR.GLOSS 400 CAST.NATURA,1,25.04
TINT.CASTING CR.GLOSS 415 CHOC.GLACE,1,25.04
TINT.CASTING CR.GLOSS 426 BORGONHA,2,25.03
TINT.CASTING CR.GLOSS 500 CAST.CLARO,1,25.03
TINT.CASTING CR.GLOSS 535 CHOCOLATE,4,25.03
TINT.CASTING CR.GLOSS 600 LOURO ESCUR,5,25.04
TINT.CASTING CR.GLOSS 700 LOURO NATUR,6,25.03
TINT.COR&TON * 3.66 VIOLINE 50G,1,9.21
TINT.COR&TON * 7.66 LOURO MED.VERM 50,3,9.97
TINT.COR&TON 1.0 PRETO AZULADO 50G,1,9.2
TINT.COR&TON 1.0 PRETO INTENSO S/AMON,4,12.11
TINT.COR&TON 3.0 CAST.ESCURO S/AMONIA,5,12.11
TINT.COR&TON 5.0 CASTANHO CLARO S/AMO,8,12.11
TINT.COR&TON 5.3 CAST.CLARO DOUR.50G,1,9.98
TINT.COR&TON 6.66 VERMELHO CARMIM,3,12.11
TINT.COR&TON 6.7 CHOCOLATE 50G,8,9.99
TINT.COR&TON 6.7 CHOCOLATE 50G S/AMON,5,12.11
TINT.COR&TON 7.1 LOURO CINZA MED.50G,1,9.98
TINT.COR&TON 8.0 LOURO CLARO 50G,1,9.9
TINT.COR&TON 8.3 LOURO CLARO DOR.50G,1,9.97
TINT.COR&TON KIT 6.1 LOURO ESC.ACIZEN,2,9.42
TINT.IMEDIA 1 PRETO ONIX,8,22.39
TINT.IMEDIA 10 LOURO CLARISSIMO,3,22.36
TINT.IMEDIA 10.1 LOURO CLARIS ACINZEN,3,22.39
TINT.IMEDIA 2 PRETO CLASSICO,12,22.39
TINT.IMEDIA 3 CASTANHO ESCURO,4,22.39
TINT.IMEDIA 5 CASTANHO CLARO,1,22.4
TINT.IMEDIA 5.3 CASTANHO CLARO DOURAD,1,22.38
TINT.IMEDIA 6 LOURO ESCURO,1,22.39
TINT.IMEDIA 6.1 LOURO ESCURO ACINZENT,2,22.4
TINT.IMEDIA 6.41 MARRON,2,22.38
TINT.IMEDIA 7 LOURO NATURAL,1,22.39
TINT.IMEDIA 7.1 LOURO ACINZENTADO,2,22.38
TINT.IMEDIA 8 LOURO CLARO,2,22.39
TINT.IMEDIA 8.1 LOURO SUECO,2,22.4
TINT.IMEDIA 9 LOURO MUITO CLARO,3,21.49
TINT.IMEDIA UNIV NUDES S/AM 2U PRETO,6,25.65
TINT.IMEDIA UNIV NUDES S/AM 3U CAST E,4,25.65
TINT.IMEDIA UNIV NUDES S/AM 4U CASTAN,2,25.29
TINT.IMEDIA UNIV NUDES S/AM 5U CAST C,2,25.29
TINT.IMEDIA UNIV NUDES S/AM 6U LOURO,5,25.29
TINT.IMEDIA UNIV NUDES S/AM 7U LOURO,2,25.29
TINT.IMEDIA UNIV NUDES S/AM 8U LOURO,2,25.65
TINT.KOLESTON *4446 BORGONHA VIBRANTE,3,16.5
TINT.KOLESTON *5546 AMORA 55G,1,16.5
TINT.KOLESTON *6646 CEREJA 55G,1,16.5
TINT.KOLESTON 10 PRETO INFINITO 55G,2,16.5
TINT.KOLESTON 20 PRETO 50G,1,16.5
TINT.KOLESTON 415 CASTANHO NOITES ILU,1,16.5
TINT.KOLESTON 54 CAST DOURADO ACOBREA,2,16.5
TINT.KOLESTON 61 LOURO CINZA ESCURO 5,2,16.5
TINT.KOLESTON 67 CHOCOLATE 55G,1,16.5
TINT.KOLESTON 674 CHOCOLATE ACOBREAD.,1,16.5
TINT.KOLESTON 72 LOURO MATE MEDIO 50G,2,16.5
TINT.KOLESTON RETOQUE SPRAY 100ML CAS,1,30.2
TINT.KOLESTON RETOQUE SPRAY 100ML CAS,1,30.21
TINT.KOLESTON RETOQUE SPRAY 100ML PRE,2,26.6
TINT.MARCIA 1.0 PRETO,3,5.49
TINT.MARCIA 1.1 PRETO AZULADO 60ML,3,5.49
TINT.MARCIA 2.0 PRETO SUAVE 60ML,3,5.49
TINT.MARCIA 3.0 CAST ESCURO 60ML,3,5.49
TINT.MARCIA 4.0 CAST MEDIO 60ML,3,5.49
TINT.MAXTON 1.77 PRETO AZULADO INTENS,1,8.9
TINT.MAXTON 4.66 VERMELHO INTENSO,3,11.74
TINT.MAXTON 5.7 CHOCOLATE AMARGO,3,11.4
TINT.MAXTON 6.7 CHOCOLATE,1,8.9
TINT.MAXTON 7.37 MARRON CARAMELO,1,11.4
TINT.MAXTON PRATICA *6.66 VERMELHO,2,11.74
TINT.MAXTON PRATICA 4.0 CAST.NATURAL,1,8.3
TINT.MAXTON PRATICA 5.0 CAST.CLARO,2,8.9
TINT.MAXTON PRATICA 7.0 LOURO NATURAL,2,8.9
TINT.MAXTON PRATICA 8.1 LOURO SUECO,1,8.9
TINT.NUT.INTENSA 2.8 PRETO AZULADO AÇ,2,16.0
TINT.NUTRISSE 10 PRETO,7,16.0
TINT.NUTRISSE 20 PRETO ABSOLUTO,2,16.0
TINT.NUTRISSE 210 CAFE AZULADO,5,16.0
TINT.NUTRISSE 30 CAST.ESCURO,3,16.0
TINT.NUTRISSE 50 CASTANHO CLARO,3,16.0
TINT.NUTRISSE 52 MARROM IVETE,1,16.0
TINT.NUTRISSE 60 LOURO ESCURO,4,16.0
TINT.NUTRISSE 61 CAFE GELADO,1,16.0
TINT.NUTRISSE 67 CHOCOLATE,5,16.0
TINT.NUTRISSE 70 LOURO NATURAL,2,16.0
TINT.NUTRISSE 71 LOURO NATURAL ACINZE,2,16.0
TINT.NUTRISSE 80 LOURO CLARO,1,16.0
TINT.NUTRISSE 81 LOURO ACIZENTADO,2,16.0
TINT.SALON LINE LIGHT 01.0 PRETO AZUL,3,15.43
TINT.SALON LINE LIGHT 02.0 PRETO,3,14.36
TINT.SALON LINE LIGHT 03.0 CAST.ESCUR,2,14.37
TINT.SALON LINE LIGHT 06.00 LOURO ESC,3,14.37
TINT.SALON LINE LIGHT 06.7 CHOCOLATE,3,15.07
TINT.SALON LINE LIGHT 07.00 LOURO NAT,2,14.27
TINT.SALON LINE LIGHT 1.110 TURBALINA,3,14.36
TINT.SALON LINE LIGHT 4.0 CASTANHO ME,3,14.36
TINT.SALON LINE LIGHT 5.0 CASTANHO CL,3,14.36
TINT.SOFT COLOR 20 PRETO,7,16.0
TINT.SOFT COLOR 28 PRETO,6,16.0
TINT.SOFT COLOR 30 CAST.ESCURO,4,16.0
TINT.SOFT COLOR 46 BORGONHA,3,16.0
TINT.SOFT COLOR 50 CASTANHO CLARO,2,16.0
TINT.SOFT COLOR 54 CASTANHO ACOBREADO,1,16.0
TINTURA ARNICA MONTANA 30ML UNIPHAR,15,3.72
TINTURA DE IODO 2% 30ML FARMAX,5,5.01
TINTURA DE IODO 2% 30ML UNIPHAR,12,4.34
TIO NACHO SH415ML+COND200ML ANTIGRISA,5,37.34
TIOCONAZOL+TINID.CR VAG 35G 7AP GEOLA,3,39.53
TIORFAN 100MG 9CL,2,33.1
TIORFAN 10MG SACHES 18X1G,1,48.72
TIPOIA ORTOPEDICA FLEX MERCUR G/GG,1,30.97
TIPOIA ORTOPEDICA FLEX MERCUR P/M,1,30.97
TIRA LEITE SANITY AZUL 1UN,2,29.99
TIRA LEITE SANITY ROSA 1UN,2,32.31
TIRA LEITE SANITY TRADICIONAL 1UN,2,32.33
TIRAS G-TECH FREE 50UN,2,60.01
TIRAS G-TECH LITE 50UN,3,56.07
TIRAS G-TECH VITA 50UN,3,56.07
TOALHA DE PAPEL COQUETEL 360TOALHAS 2,7,12.26
TOALHA SCOTT DURAMAX ROLO 3X1,2,19.84
TOALHA UMED BABYSEC ULTRA 48UNID,44,5.98
TOALHA UMED.PERSONALIDADE BABY 50UN,4,7.94
TOALHA UMEDECIDA BEBE LIMP 45UN CIMED,49,2.9
TOBRADEX COL 5ML,2,26.9
"TOBRADEX POMADA 3,5G",1,42.64
"TOBRAMICINA SL OFT 0,3% 5ML GEOLAB",3,7.19
TOBREX COL 5ML,3,30.14
"TOBREX PM OFT 3,5G",1,40.69
TODDYNHO 200ML,24,2.23
TODDYNHO LEVINHO 200ML,4,2.23
TOLREST 25MG 30CP *,2,29.65
TOLREST 50MG 30CP*,2,57.41
TONALIZ.BURGUESINHA 1.0 PROBELLE 50ML,2,6.28
TONALIZ.BURGUESINHA 2.0 PROBELLE 50ML,1,7.29
TONALIZ.BURGUESINHA 3.66 PROBELLE 50M,3,7.29
TONALIZ.BURGUESINHA 4.0 PROBELLE 50ML,3,6.28
